source,doi,article,authors,year,genus,species,organism.group,life.stage,invitro.invivo,exposure.route,leachate.only,fed,polymer,mix,functional.group,shape,size.category,size.mm,size.min.mm,size.max.mm,type,environment,negative.control,positive.control,dose.particles.mL,dose.particles.mL.min,dose.particles.mL.max,dose.mg.L,dose.mg.kg.sed,dose.mg.kg.food,dose.particles.kg.food,dose.particles.kg.food.min,dose.particles.kg.food.max,dose.percent.sed,dose.particles.m2,dose.mg.m2,dose.percent.food,dose.particles.kg.sed,chem.add,chem.add.dose.mg.L,chem.exp.typ,exposure.duration.d,effect,lvl1,lvl2,lvl3,target.cell.tissue,bio.org,stat.clarity,treatments,replicates,size.valid,shape.valid,polymer.valid,source_1,contaminant.screen,sol.rinse,background.plastics,con.valid,homo.mix,exposure.valid,weather.biofoul,log_dose.mg.L,log_dose.particles.mL,effect_f,Conc,Species,Group
"Koelmans,Rochman,Jacob",10.1016/j.marpolbul.2018.03.016,112,Blarer.BurkhardtHom,2020,Palaemonetes,norvegicus,Rotifera,Juveniles,invivo,water,Y,Y,PS,Y,SO3,sphere,4,0.07,0.00656,0.04,Mesocosm,Terrestrial,Y,Y,4.2,12000000000,800000000000,0.184,2500,1084000,1000000000,25000000,35000000,1,26800000,10,70,110000,nonylphenol,3.9,sorbed,21,Y,circulatory.respiratory,proteobacteria,lactate.con,digestive.tract,subcell,Unclear,10,9,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,-0.735182176990464,0.6232492903979,N,0.184,Clarias gariepinus,Cnidaria
Rochman,10.1016/j.marpolbul.2018.07.067,113,Bour,2008,Paracentrotus,obliquus,Algae,Adult,invitro,food,N,N,PUR,n,COOH,cube,5,0.0713,0.008,0.045,Field,Freshwater,N,N,4.3,21000,34000,0.19,5000,0.0009,0.000012,25000000,35000000,2,500,0.5,0.01,2400000,paraquat,4,co.exp,24,N,community,reproduction,ldh.activity,embryo,tissue,Clear,1,10,N,N,N,commercial,N,N,N,N,N,N,N,-0.721246399047171,0.633468455579587,Y,0.19,Corbicula fluminea,Crustacea
"Rochman,Jacob",10.1016/j.marpolbul.2019.110627,114,Browne,2010,Paracyclopina,onyx,Annelida,Early,invivo,maternal.transfer,Y,Y,PVC,N,NH2,fiber,1,0.075,0.0087,0.05,Lab,Marine,Y,Y,7,43000,68000,0.2,10000,0.009,0.00002,25000000,35000000,3.8,2600,1,0.1,9300000,pbde47,5,sorbed,28,Y,fitness,respiration,ldh.con,gall.bladder,cell,Unclear,2,11,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,-0.698970004336019,0.845098040014257,N,0.2,Crassostrea gigas,Echinoderm
Jacob,10.1016/j.scitotenv.2014.06.051,115,Bruck.Ford,2011,Parvocalanus,parthenogenetica,Bacterium,Juveniles,invitro,sediment,N,N,BIO,Y,SO3,fragment,2,0.0756,0.01,0.063,Mesocosm,Terrestrial,N,N,7.3,85000,130000,0.216,20000,0.099,0.00012,25000000,35000000,5,2610,5,0.3,24000000,pcb,8,co.exp,30,N,immune,sexhormones,ldl.con,gills,organism,Clear,3,12,N,N,N,N,N,N,N,N,N,N,N,-0.665546248849069,0.863322860120456,Y,0.216,Crepidula onyx,Fish
Koelmans,10.1016/j.scitotenv.2017.01.156,116,Canesi,2012,Perinereis,perna,Cnidaria,Adult,invivo,water,Y,Y,EVA,n,COOH,sphere,3,0.07921,0.011,0.064,Field,Freshwater,Y,Y,7.844,170000,270000,0.22,50000,100,0.00035,25000000,35000000,7,5200,10,0.4,60000000,phenanthrene,10,sorbed,31,Y,metabolism,shoaling,leaf.growth.rate,gonad,population,Unclear,4,15,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,-0.657577319177794,0.894537584995746,N,0.22,Cyanobacteria NA,Insect
"Koelmans,Jacob",10.1016/j.scitotenv.2017.07.144,117,Caniff.Hoang,2013,Perna,pertusa,Crustacea,Early,invitro,food,N,N,LTX,N,NH2,cube,4,0.08,0.01148,0.075,Lab,Marine,N,N,8.4,340000,540000,0.23,70000,300,3333.3333333333,25000000,35000000,7.4,5220,0.5,4,93000000,pyrene,18.9,co.exp,35,N,microbiome,stress,length,granulocyte,subcell,Clear,5,20,N,N,N,lab,N,N,N,N,N,N,N,-0.638272163982407,0.924279286061882,Y,0.23,Cyprinodon variegatus,Mollusca
"Koelmans,Rochman",10.1016/j.scitotenv.2017.10.020,118,Capolupo,2014,Pimephales,plana,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PA,Y,SO3,fiber,5,0.083,0.012,0.1,Mesocosm,Terrestrial,Y,Y,8.6,680000,1100000,0.25,100000,500,40000,25000000,35000000,28,156700,1,10,232500000,triclosan,28.4,sorbed,36,Y,stress,vision.system,leukocyte.con,haemocytes,tissue,Unclear,6,24,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,-0.602059991327962,0.934498451243568,N,0.25,Cyprinus carpio,Nematoda
"Koelmans,Rochman,Jacob",10.1016/j.scitotenv.2017.10.021,119,Caruso,2015,Pinctada,plicatilis,Fish,Adult,invitro,sediment,N,N,PC,n,COOH,fragment,1,0.0876,0.014,0.106,Field,Freshwater,N,N,10,39000000,25000000000,0.26,200000,496000,100000000,25000000,35000000,45,261200,5,30,94,bap,0.0002,co.exp,39,N,alimentary.excretory,abundance,lifespan,haemolymph,cell,Clear,7,1,N,N,N,commercial,N,N,N,N,N,N,N,-0.585026652029182,1,Y,0.26,Danio rerio,Plant
Rochman,10.1016/j.scitotenv.2017.11.103,120,Cedervall,2016,Platorchestia,polyacanthus,Insect,Early,invivo,water,Y,Y,PE,N,NH2,sphere,2,0.08995,0.015,0.138,Lab,Marine,Y,Y,11.2,78000000,50000000000,0.368,280000,1084000,1000000000,25000000,35000000,60,365700,10,70,940,bpa,0.001,sorbed,42,Y,behavioral.sense.neuro,actinobacteria,light.capture,head,organism,Unclear,10,2,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,-0.434152181326482,1.04921802267018,N,0.368,Daphnia galeata,Rotifera
"Rochman,Jacob",10.1016/j.scitotenv.2018.03.075,121,Chae,2017,Pocillopora,polymorpha,Mollusca,Juveniles,invitro,food,N,N,PET,Y,SO3,cube,3,0.09,0.01798,0.15,Mesocosm,Terrestrial,N,N,12.48,1600000000,100000000000,0.4,300000,0.0009,0.000012,25000000,35000000,0.005,522400,0.5,0.01,2350,cefalexin,0.002,co.exp,44,N,circulatory.respiratory,aggressivity,light.dark.activity,head.kidney.leuk,population,Clear,1,3,N,N,N,N,N,N,N,N,N,N,N,-0.397940008672038,1.09621458534641,Y,0.4,Daphnia magna,(Missing)
Jacob,10.1016/j.scitotenv.2018.03.176,122,Chapron,2018,Pomatoschistus,promelas,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PI,n,COOH,fiber,4,0.093,0.0187,0.18,Field,Freshwater,Y,Y,14,3100000000,200000000000,0.44,400000,0.009,0.00002,25000000,35000000,0.02,1044800,1,0.1,110000,chromium,0.01,sorbed,45,Y,community,ammonia.excretion,line.crossing,heart,subcell,Unclear,2,4,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,-0.356547323513813,1.14612803567824,N,0.44,Daphnia pulex,Algae
Koelmans,10.1016/j.scitotenv.2018.06.141,123,Chen,2019,Porcellio,pseudonana,Plant,Early,invitro,sediment,N,N,PLA,N,NH2,fragment,5,0.096,0.02,0.212,Lab,Marine,N,N,16,6200000000,400000000000,0.5,450000,0.099,0.00012,25000000,35000000,0.05,26800000,5,0.3,2400000,copper,0.016,co.exp,47,N,fitness,bacteriodetes,lipase.activity,hyalinocyte,tissue,Clear,3,5,N,N,N,lab,N,N,N,N,N,N,N,-0.301029995663981,1.20411998265592,Y,0.5,Diatoms NA,Annelida
"Koelmans,Jacob",10.1016/j.scitotenv.2018.06.186,124,Choi,2020,Porites,pugio,Rotifera,Juveniles,invivo,water,Y,Y,PMMA,Y,SO3,sphere,1,0.097,0.025,0.25,Mesocosm,Terrestrial,Y,Y,17,12000000000,800000000000,0.55,600000,100,0.00035,25000000,35000000,0.074,500,10,0.4,9300000,ee2,0.02,sorbed,48,Y,immune,blood,lipase.con,jaw,cell,Unclear,4,6,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,-0.259637310505756,1.23044892137827,N,0.55,Dicentrachus labrax,Bacterium
"Koelmans,Rochman",10.1016/j.scitotenv.2019.01.245,125,Cole,2008,Potamopyrgus,pulex,Algae,Adult,invitro,food,N,N,PP,n,COOH,cube,2,0.1,0.03,0.3,Field,Freshwater,N,N,20,21000,34000,0.69,1,300,3333.3333333333,25000000,35000000,0.2,2600,0.5,4,24000000,mercury,0.020225,co.exp,50,N,metabolism,body.condition,lipid.content,kidney,organism,Clear,5,7,N,N,N,commercial,N,N,N,N,N,N,N,-0.161150909262745,1.30102999566398,Y,0.69,Dicentrarchus labrax,Cnidaria
"Koelmans,Rochman,Jacob",10.1016/j.scitotenv.2019.04.017,126,Cole.Galloway,2010,Raphidocelis,pyrenoidosa,Annelida,Early,invivo,maternal.transfer,Y,Y,PS,N,NH2,fiber,3,0.102,0.032,0.31,Lab,Marine,Y,Y,21,43000,68000,0.736,10,500,40000,25000000,35000000,0.5,2610,1,10,60000000,nickel,0.04,sorbed,56,Y,microbiome,boldness,lipid.perox,kidney.neutrophil,population,Unclear,6,8,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,-0.133122185662501,1.32221929473392,N,0.736,Dreissena polymorpha,Crustacea
Rochman,10.1016/j.scitotenv.2019.06.359,127,Critchell.Hoogenboom,2011,Scenedesmus,reinhardtii,Bacterium,Juveniles,invitro,sediment,N,N,PUR,Y,SO3,fragment,4,0.1029,0.038,0.3107,Mesocosm,Terrestrial,N,N,22.5,85000,130000,0.8,25,496000,100000000,25000000,35000000,0.74,5200,5,30,93000000,nonylphenol,0.08,co.exp,60,N,stress,brain.histo,lipofuscin.accum,leaf,subcell,Clear,7,9,N,N,N,N,N,N,N,N,N,N,N,-0.0969100130080564,1.35218251811136,Y,0.8,Dunaliella salina,Echinoderm
"Rochman,Jacob",10.1016/j.watres.2016.10.016,128,Cui,2012,Scrobicularia,rerio,Cnidaria,Adult,invivo,water,Y,Y,PVC,n,COOH,sphere,5,0.103,0.04,0.316,Field,Freshwater,Y,Y,27.11,170000,270000,0.88,50,1084000,1000000000,25000000,35000000,1,5220,10,70,232500000,paraquat,0.1,sorbed,61,Y,alimentary.excretory,burrowing,liver.histo,liver,tissue,Unclear,10,10,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,-0.0555173278498314,1.43312951758049,N,0.88,Dunaliella tertiolecta,Fish
Jacob,10.1021/acs.est.5b04099,129,Davarpahah.Guilhermino,2013,Sebastes,riparius,Crustacea,Early,invitro,food,N,N,BIO,N,NH2,cube,1,0.1117,0.062,0.35,Lab,Marine,N,N,30,340000,540000,1,62.5,0.0009,0.000012,25000000,35000000,2,156700,0.5,0.01,94,pbde47,0.126,co.exp,69,N,behavioral.sense.neuro,carb.metabolism,liver.protein,mantle,cell,Clear,1,11,N,N,N,lab,N,N,N,N,N,N,N,0,1.47712125471966,Y,1,Echinogammarus marinus,Insect
Koelmans,10.1021/acs.est.6b00183,130,DellaTorre,2014,Seletonema,salina,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,EVA,Y,SO3,fiber,2,0.116,0.063,0.3545,Mesocosm,Terrestrial,Y,Y,33,680000,1100000,1.25,125,0.009,0.00002,25000000,35000000,3.8,261200,1,0.1,940,pcb,0.16,sorbed,72,Y,circulatory.respiratory,chemokines.cytokines,lymphocyte.con,muscle,organism,Unclear,2,12,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.0969100130080564,1.51851393987789,N,1.25,Eisenia andrei,Mollusca
"Koelmans,Jacob",10.1021/acs.est.6b01187,131,deSa,2015,Sparus,scaber,Fish,Adult,invitro,sediment,N,N,LTX,n,COOH,fragment,3,0.12,0.065,0.35856,Field,Freshwater,N,N,34,39000000,25000000000,1.47,250,0.099,0.00012,25000000,35000000,5,365700,5,0.3,2350,phenanthrene,0.2,co.exp,78,N,community,circulatory,lys.mrnaexpression,plasma,population,Clear,3,15,N,N,N,commercial,N,N,N,N,N,N,N,0.167317334748176,1.53147891704226,Y,1.47,Ennucula tenuis,Nematoda
"Koelmans,Rochman",10.1021/acs.est.6b01441,132,Detree.GallardoEscarate,2016,Sphaerium,schlegelii,Insect,Early,invivo,water,Y,Y,PA,N,NH2,sphere,4,0.1301,0.068,0.4,Lab,Marine,Y,Y,40,78000000,50000000000,1.6,500,100,0.00035,25000000,35000000,7,522400,10,0.4,110000,pyrene,0.252,sorbed,90,Y,fitness,detoxification,lysosomal.membrane.stab,root,subcell,Unclear,4,20,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.204119982655925,1.60205999132796,N,1.6,Eriocheir sinensis,Plant
"Koelmans,Rochman,Jacob",10.1021/acs.est.7b03574,133,Ding,2017,Tetraselmis,sinensis,Mollusca,Juveniles,invitro,food,N,N,PC,Y,SO3,cube,5,0.131,0.08,0.41,Mesocosm,Terrestrial,N,N,42.9,1600000000,100000000000,1.8,1000,300,3333.3333333333,25000000,35000000,7.4,1044800,0.5,4,2400000,triclosan,0.32,co.exp,95,N,immune,development,lysozyme.activity,serum,tissue,Clear,5,24,N,N,N,N,N,N,N,N,N,N,N,0.255272505103306,1.63245729218472,Y,1.8,Gammarus duebeni,Rotifera
Rochman,10.1021/acs.est.7b03732,134,Espinosa,2018,Thalassiosira,smithi,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PE,n,COOH,fiber,1,0.1368,0.09,0.478,Field,Freshwater,Y,Y,45,3100000000,200000000000,2,1250,500,40000,25000000,35000000,28,26800000,1,10,9300000,bap,0.4,sorbed,114,Y,metabolism,digestion,manf.mrnaexpression,whole.body,cell,Unclear,6,1,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.301029995663981,1.65321251377534,N,2,Gammarus fossarum,(Missing)
"Rochman,Jacob",10.1021/acs.est.7b05367,135,Ferrerira,2019,Tigriopus,spinipes,Plant,Early,invitro,sediment,N,N,PET,N,NH2,fragment,2,0.137,0.1,0.5,Lab,Marine,N,N,50,6200000000,400000000000,2.5,2500,496000,100000000,25000000,35000000,45,500,5,30,24000000,bpa,0.64,co.exp,168,N,microbiome,digestive.enzymes,mao.activity,blood,organism,Clear,7,2,N,N,N,lab,N,N,N,N,N,N,N,0.397940008672038,1.69897000433602,Y,2.5,Gammarus pulex,Algae
Jacob,10.1021/acs.est.8b00168,136,Fonte,2020,Tisochrysis,spp,Rotifera,Juveniles,invivo,water,Y,Y,PI,Y,SO3,sphere,3,0.157,0.125,0.516,Mesocosm,Terrestrial,Y,Y,54,12000000000,800000000000,2.6,5000,1084000,1000000000,25000000,35000000,60,2600,10,70,60000000,cefalexin,1,sorbed,450,Y,stress,digestive.tract.histo,mapk.phosphorylation,brain,population,Unclear,10,3,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.414973347970818,1.73239375982297,N,2.6,Halomonas alkaliphila,Annelida
Koelmans,10.1021/acs.est.8b04848,137,Franzellitti,2008,Tripneustes,striata,Algae,Adult,invitro,food,N,N,PLA,n,COOH,cube,4,0.165,0.15,0.5361,Field,Freshwater,N,N,60,21000,34000,2.8,10000,0.0009,0.000012,25000000,35000000,0.005,2610,0.5,0.01,93000000,chromium,1.3,co.exp,0.02,N,alimentary.excretory,diversity,mbp.mrnaexpression,coelomocytes,subcell,Clear,1,4,N,N,N,commercial,N,N,N,N,N,N,N,0.447158031342219,1.77815125038364,Y,2.8,Hediste diversicolor,Bacterium
"Koelmans,Jacob",10.1021/acs.est.8b04849,138,Frydkejar,2010,Tubifex,subcapitata,Annelida,Early,invivo,maternal.transfer,Y,Y,PMMA,N,NH2,fiber,5,0.169,0.18,0.6,Lab,Marine,Y,Y,67,43000,68000,3,20000,0.009,0.00002,25000000,35000000,0.02,5200,1,0.1,232500000,copper,1.8,sorbed,0.03,Y,behavioral.sense.neuro,feeding,mbp.proteinexpression,digestive.tract,tissue,Unclear,2,5,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.477121254719662,1.82607480270083,N,3,Heliopora coerulea,Cnidaria
"Koelmans,Rochman",10.1021/acs.est.9b02525,139,Gambardella,2011,Zacco,temminckii,Bacterium,Juveniles,invitro,sediment,N,N,PP,Y,SO3,fragment,1,0.172,0.25,0.6016,Mesocosm,Terrestrial,N,N,68,85000,130000,3.2,50000,0.099,0.00012,25000000,35000000,0.05,5220,5,0.3,94,ee2,2,co.exp,0.04,N,circulatory.respiratory,firmicutes,mda.activity,embryo,cell,Clear,3,6,N,N,N,N,N,N,N,N,N,N,N,0.505149978319906,1.83250891270624,Y,3.2,Heterocapsa triquetra,Crustacea
"Koelmans,Rochman,Jacob",10.1021/es302332w,140,Gardon,2012,Abra,tenuis,Cnidaria,Adult,invivo,water,Y,Y,PS,n,COOH,sphere,2,0.1755,0.42,0.704,Field,Freshwater,Y,Y,70,170000,270000,3.5,70000,100,0.00035,25000000,35000000,0.074,156700,10,0.4,940,mercury,2.5,sorbed,0.083,Y,community,gall.bladder.histo,mda.con,gall.bladder,organism,Unclear,4,7,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.544068044350276,1.84509804001426,N,3.5,Hyalella azteca,Echinoderm
Rochman,10.1021/es302763x,141,Gerdes,2013,Acanthochromis,terrestris,Crustacea,Early,invitro,food,N,N,PUR,N,NH2,cube,3,0.1783,1,0.707,Lab,Marine,N,N,75,340000,540000,4,100000,300,3333.3333333333,25000000,35000000,0.2,261200,0.5,4,2350,nickel,3,co.exp,0.125,N,fitness,gen.metabolism,meer1.mrnaexpression,gills,population,Clear,5,8,N,N,N,lab,N,N,N,N,N,N,N,0.602059991327962,1.8750612633917,Y,4,Hydra attenuata,Fish
"Rochman,Jacob",10.1021/es401932b,142,Goncalves,2014,Acartia,tertiolecta,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PVC,Y,SO3,fiber,4,0.179,3,0.95,Mesocosm,Terrestrial,Y,Y,90,680000,1100000,4.1,200000,500,40000,25000000,35000000,0.5,365700,1,10,110000,nonylphenol,3.9,sorbed,0.16,Y,immune,gill.histo,meer2.mrnaexpression,gonad,subcell,Unclear,6,9,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.612783856719735,1.95424250943932,N,4.1,Idotea emarginata,Insect
Jacob,10.1021/es501385y,143,Gray.Weinstein,2015,Acipenser,transmontanus,Fish,Adult,invitro,sediment,N,N,BIO,n,COOH,fragment,5,0.183,0,1,Field,Freshwater,N,N,100,39000000,25000000000,4.2,280000,496000,100000000,25000000,35000000,0.74,522400,5,30,2400000,paraquat,4,co.exp,0.25,N,metabolism,gonad.histo,mek.mrnaexpression,granulocyte,tissue,Clear,7,10,N,N,N,commercial,N,N,N,N,N,N,N,0.6232492903979,2,Y,4.2,Karenia mikimotoi,Mollusca
Koelmans,10.1021/es502569w,144,Green,2016,Acropora,triquetra,Insect,Early,invivo,water,Y,Y,EVA,N,NH2,sphere,1,0.1831,0.00031,1.175,Lab,Marine,Y,Y,104,78000000,50000000000,5,300000,1084000,1000000000,25000000,35000000,1,1044800,10,70,9300000,pbde47,5,sorbed,0.333,Y,microbiome,growth,min.sat.irradiance,haemocytes,cell,Unclear,10,11,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.698970004336019,2.01703333929878,N,5,Lates calcarifer,Nematoda
"Koelmans,Jacob",10.1021/es503001d,145,Greven,2017,Amphibalanus,variegatus,Mollusca,Juveniles,invitro,food,N,N,LTX,Y,SO3,cube,2,0.198,0.0004,1.4,Mesocosm,Terrestrial,N,N,105.11,1600000000,100000000000,6,400000,0.0009,0.000012,25000000,35000000,2,26800000,0.5,0.01,24000000,pcb,8,co.exp,0.5,N,stress,immune.cells,mitochondrial.mem.integrity,haemolymph,organism,Clear,1,12,N,N,N,N,N,N,N,N,N,N,N,0.778151250383644,2.02164403608744,Y,6,Lemna minor,Plant
"Koelmans,Rochman",10.1021/es504525u,146,Guven,2018,Arenicola,verrucosa,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PA,n,COOH,fiber,3,0.204,0.001,2,Field,Freshwater,Y,Y,110,3100000000,200000000000,6.5,450000,0.009,0.00002,25000000,35000000,3.8,500,1,0.1,60000000,phenanthrene,10,sorbed,1,Y,alimentary.excretory,immune.other,moisture,head,population,Unclear,2,15,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.812913356642856,2.04139268515822,N,6.5,Lophelia pertusa,Rotifera
"Koelmans,Rochman,Jacob",10.1021/es5053655,147,Haghi,2019,Artemia,viridis,Plant,Early,invitro,sediment,N,N,PC,N,NH2,fragment,4,0.209,0.0014,2.5,Lab,Marine,N,N,112,6200000000,400000000000,7,600000,0.099,0.00012,25000000,35000000,5,2600,5,0.3,93000000,pyrene,18.9,co.exp,2,N,behavioral.sense.neuro,intestinal.permeability,molecular.permeability,head.kidney.leuk,subcell,Clear,3,20,N,N,N,lab,N,N,N,N,N,N,N,0.845098040014257,2.04921802267018,Y,7,Lumbribulus variegatus,(Missing)
Rochman,10.1021/es800249a,148,Hamer,2020,Asellus,vulgaris,Rotifera,Juveniles,invivo,water,Y,Y,PE,Y,SO3,sphere,5,0.23,0.002,5,Mesocosm,Terrestrial,Y,Y,130,12000000000,800000000000,8,1,100,0.00035,25000000,35000000,7,2610,10,0.4,232500000,triclosan,28.4,sorbed,3,Y,circulatory.respiratory,kidney.histo,molt.period.length,heart,tissue,Unclear,4,24,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.903089986991944,2.11394335230684,N,8,Lumbricus terrestris,Algae
"Rochman,Jacob",10.1021/jp1054759,149,Hankins,2008,Atactodea,aibuhitensis,Algae,Adult,invitro,food,N,N,PET,n,COOH,cube,1,0.236,0.0025,0.004,Field,Freshwater,N,N,194,21000,34000,8.96,10,300,3333.3333333333,25000000,35000000,7.4,5200,0.5,4,94,bap,0.0002,co.exp,4,N,community,lipid.metabolism,mortality,hyalinocyte,cell,Clear,5,1,N,N,N,commercial,N,N,N,N,N,N,N,0.952308009662125,2.28780172993023,Y,8.96,Lytechinus variegatus,Annelida
Jacob,10.1038/s41598-017-10813-0,150,Heindler,2010,Barbodes,alkaliphila,Annelida,Early,invivo,maternal.transfer,Y,Y,PI,N,NH2,fiber,2,0.2479,0.004,0.005,Lab,Marine,Y,Y,200,43000,68000,9.14,25,500,40000,25000000,35000000,28,5220,1,10,940,bpa,0.001,sorbed,5,Y,fitness,liver.histo,mt10.mrnaexpression,jaw,organism,Unclear,6,2,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.960946195733831,2.30102999566398,N,9.14,Macroalgae NA,Bacterium
Koelmans,10.1038/s41598-017-12299-2,151,Imhof.Laforsch,2011,Bathygobius,amphitrite,Bacterium,Juveniles,invitro,sediment,N,N,PLA,Y,SO3,fragment,3,0.264,0.00464,0.006,Mesocosm,Terrestrial,N,N,270,85000,130000,10,50,496000,100000000,25000000,35000000,45,156700,5,30,2350,cefalexin,0.002,co.exp,6,N,immune,liver.kidney.products,mt20.mrnaexpression,kidney,population,Clear,7,3,N,N,N,N,N,N,N,N,N,N,N,1,2.43136376415899,Y,10,Microalgae NA,Cnidaria
"Koelmans,Jacob",10.1038/s41598-017-18849-y,152,Jabeen,2012,Brachionus,andrei,Cnidaria,Adult,invivo,water,Y,Y,PMMA,n,COOH,sphere,4,0.28,0.005,0.0085,Field,Freshwater,Y,Y,290,170000,270000,12.5,62.5,1084000,1000000000,25000000,35000000,60,261200,10,70,110000,chromium,0.01,sorbed,7,Y,metabolism,locomotion,mta.mrnaexpression,kidney.neutrophil,subcell,Unclear,10,4,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.09691001300806,2.46239799789896,N,12.5,Microcystis flos-aquae,Crustacea
"Koelmans,Rochman",10.1038/s41598-018-33683-6,1,Jaikumar,2013,Caenorhabditis,antipodarum,Crustacea,Early,invitro,food,N,N,PP,N,NH2,cube,5,0.287,0.006,0.01,Lab,Marine,N,N,300,340000,540000,13,125,0.0009,0.000012,25000000,35000000,0.005,365700,0.5,0.01,2400000,copper,0.016,co.exp,8,N,microbiome,mortality,mtb.mrnaexpression,leaf,tissue,Clear,1,5,N,N,N,lab,N,N,N,N,N,N,N,1.11394335230684,2.47712125471966,Y,13,Montastraea cavernosa,Echinoderm
"Koelmans,Rochman,Jacob",10.1038/s41598-018-34125-z,2,Jemec,2014,Calanus,aquaticus,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PS,Y,SO3,fiber,1,0.5,0.00656,0.012,Mesocosm,Terrestrial,Y,Y,320,680000,1100000,14,250,0.009,0.00002,25000000,35000000,0.02,522400,1,0.1,9300000,ee2,0.02,sorbed,9,Y,stress,nervous.system,mxr.efflux,liver,cell,Unclear,2,6,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.14612803567824,2.50514997831991,N,14,Multiple NA,Fish
Rochman,10.1038/s41598-019-47160-1,3,JemecKokalj,2015,Carassius,attenuata,Fish,Adult,invitro,sediment,N,N,PUR,n,COOH,fragment,2,0.7,0.008,0.013,Field,Freshwater,N,N,333.3333333333,39000000,25000000000,16,500,0.099,0.00012,25000000,35000000,0.05,1044800,5,0.3,24000000,mercury,0.020225,co.exp,10,N,alimentary.excretory,oxidative.stress,mytc.mrnaexpression,mantle,organism,Clear,3,7,N,N,N,commercial,N,N,N,N,N,N,N,1.20411998265592,2.52287874528029,Y,16,Mytilus edulis,Insect
"Rochman,Jacob",10.1038/srep03263,4,Jeong,2016,Carcinus,aurata,Insect,Early,invivo,water,Y,Y,PVC,N,NH2,sphere,3,0.75,0.0087,0.015,Lab,Marine,Y,Y,339,78000000,50000000000,20,1000,100,0.00035,25000000,35000000,0.074,26800000,10,0.4,60000000,nickel,0.04,sorbed,11,Y,behavioral.sense.neuro,photosynthesis,myticina.mrnaexpression,muscle,population,Unclear,4,8,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.30102999566398,2.53019969820308,N,20,Mytilus galloprovincialis,Mollusca
Jacob,10.1038/srep14119,5,Jin,2017,Ceriodaphnia,auratus,Mollusca,Juveniles,invitro,food,N,N,BIO,Y,SO3,cube,4,0.8,0.01,0.0176,Mesocosm,Terrestrial,N,N,376.04,1600000000,100000000000,25,1250,300,3333.3333333333,25000000,35000000,0.2,500,0.5,4,93000000,nonylphenol,0.08,co.exp,12,N,circulatory.respiratory,proteobacteria,mytilinb.mrnaexpression,plasma,subcell,Clear,5,9,N,N,N,N,N,N,N,N,N,N,N,1.39794000867204,2.57523404401093,Y,25,Mytilus NA,Nematoda
Koelmans,10.1038/srep41323,6,Jovanovic,2018,Chaetoceros,azteca,Nematoda,Adult,invivo,maternal.transfer,Y,Y,EVA,n,COOH,fiber,5,1,0.011,0.02,Field,Freshwater,Y,Y,400,3100000000,200000000000,30,2500,500,40000,25000000,35000000,0.5,2600,1,10,232500000,paraquat,0.1,sorbed,14,Y,community,reproduction,mytlb.mrnaexpression,root,tissue,Unclear,6,10,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.47712125471966,2.60205999132796,N,30,Mytilus spp,Plant
