"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Detected?"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Mortality","Mortality",295339.0697,3,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Hatching Success",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Hatching Success",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Time to Hatch",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Time to Hatch",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Hatching Success",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Hatching Success",984463.5655,10,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Hatching Success",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Hatching Success",984463.5655,10,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Time to Hatch",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Time to Hatch",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Time to Hatch",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Oryzias melastigma","Early","1µm < 100µm","Fitness","Development","Time to Hatch",984463.5655,10,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",295339.0697,3,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",2953390.697,30,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",9844635.655,100,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984.4635655,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",9844.635655,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984.4635655,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",9844.635655,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984.4635655,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",9844.635655,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984.4635655,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",9844.635655,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",670016.9046,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",1675042.261,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",3350084.523,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",670016.9046,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",1675042.261,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",3350084.523,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",670016.9046,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",1675042.261,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",3350084.523,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",142428.1779,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",356070.4447,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",712140.8894,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",142428.1779,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",356070.4447,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",712140.8894,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",142428.1779,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",356070.4447,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",712140.8894,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",7121.408894,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",71214.08894,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",7121.408894,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",71214.08894,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",7121.408894,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",21364.22668,3,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",71214.08894,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",213642.2668,30,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",712140.8894,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",5488.025789,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",16464.07737,3,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",54880.25789,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",164640.7737,30,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",548802.5789,100,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",199.4756138,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",598.4268415,3,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",1994.756138,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",5984.268415,30,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",19947.56138,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",1021.123172,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",2552.807929,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",5105.615858,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",1021.123172,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",2552.807929,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",5105.615858,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",1021.123172,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",2552.807929,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",5105.615858,100,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Oryzias sinensis","Adult","1nm < 100nm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",67278620200,5,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Oryzias sinensis","Adult","1nm < 100nm","Metabolism","Lipid Metabolism","Cholesterol Concentration",67278620200,5,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Oryzias sinensis","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Area Traveled",67278620200,5,"Yes"
"10.1038/s41598-017-18849-y","Chae",2018,"Oryzias sinensis","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Total Distance Travelled",67278620200,5,"Yes"
"10.1038/s41598-017-18849-y","Chae",2018,"Zacco temminckii","Adult","1nm < 100nm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",67278620200,5,"Yes"
"10.1038/s41598-017-18849-y","Chae",2018,"Zacco temminckii","Adult","1nm < 100nm","Metabolism","Lipid Metabolism","Cholesterol Concentration",67278620200,5,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Zacco temminckii","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Area Traveled",67278620200,5,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Zacco temminckii","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Total Distance Travelled",67278620200,5,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Chlamydomonas reinhardtii","Not Reported","1nm < 100nm","Fitness","Growth","Growth Rate",1.9e+11,20,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Chlamydomonas reinhardtii","Not Reported","1nm < 100nm","Fitness","Growth","Growth Rate",3.8e+11,40,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Chlamydomonas reinhardtii","Not Reported","1nm < 100nm","Fitness","Growth","Growth Rate",5.7e+11,60,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Chlamydomonas reinhardtii","Not Reported","1nm < 100nm","Fitness","Growth","Growth Rate",7.59e+11,80,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Chlamydomonas reinhardtii","Not Reported","1nm < 100nm","Fitness","Growth","Growth Rate",9.49e+11,100,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Daphnia magna","Early","1nm < 100nm","Fitness","Mortality","Mortality",18826842810,2,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Daphnia magna","Early","1nm < 100nm","Fitness","Mortality","Mortality",37653685621,4,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Daphnia magna","Early","1nm < 100nm","Fitness","Mortality","Mortality",56480528431,6,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Daphnia magna","Early","1nm < 100nm","Fitness","Mortality","Mortality",75307371241,8,"No"
"10.1038/s41598-017-18849-y","Chae",2018,"Daphnia magna","Early","1nm < 100nm","Fitness","Mortality","Mortality",94134214052,10,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Myelin Basic Protein mRNA expression",17191905932,1,"Yes"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Myelin Basic Protein mRNA expression",17191905932,1,"Yes"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","a tubulin mRNA expression",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","a tubulin mRNA expression",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","manf mRNA expression",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","manf mRNA expression",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Myelin Basic Protein Expression",17191905932,1,"Yes"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Myelin Basic Protein Expression",17191905932,1,"Yes"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","a tubulin Protein expression",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","a tubulin Protein expression",17191905932,1,"Yes"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","synapsin mRNA expression",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","synapsin mRNA expression",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Dopamine Concentration",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Dopamine Concentration",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",17191905932,1,"Yes"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",17191905932,1,"No"
"10.1016/j.scitotenv.2017.07.144","Chen",2017,"Danio rerio","Adult","1nm < 100nm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",17191905932,1,"No"
